GXP280;1.2.5.3;;
GXP285;1.2.5.3;;
GXP1200;1.2.5.3;;
GXP2000;1.2.5.3;;
GXP2100;1.0.8.6;;
GXP2110;1.0.8.6;;
GXP2120;1.0.8.6;;
GXP2124;1.0.8.6;;
GXP1760;1.0.1.119 Release Notes;;
GXP2200;1.0.3.27;;
GXV3140;1.0.7.80;;
GXV3175;1.0.3.76;;
GXV3175v2;1.0.1.55 Release Notes;;
GXV3240;1.0.3.227 Release Notes;;
GXV3275;1.0.3.227 Release Notes;;
GXV300x;1.2.3.7;;
GXV3501;1.0.4.38;;
GXV3504;1.0.4.38;;
GXV3601;1.0.4.38;;
GXV3601;1.0.4.56;;
GXV3601;1.0.4.38;;
GXV3610;1.0.3.23 Release Notes;;
GXV3611;1.0.3.23 Release Notes;;
GXV3615;1.0.4.38;;
GXV3615;1.0.1.96 Release Notes;;
GXV3651;1.0.1.93;;
GVR3550;1.0.1.31 Release Notes;;
GVR3552;1.0.1.31 Release Notes;;
GXV3662;1.0.1.93 Release Notes;;
GXV3672;1.0.1.93 Release Notes;;
DP710;1.0.0.33 Release Notes;;
DP711;1.0.0.33 Release Notes;;
DP712;1.0.0.33 Release Notes;;
DP713;1.0.0.33 Release Notes;;
DP714;1.0.0.33 Release Notes;;
DP715;1.0.0.33 Release Notes;;
GXP1100;1.0.8.6 Release Notes;;
GXP1105;1.0.8.6 Release Notes;;
GXP1160;1.0.8.9 Release Notes;;
GXP1165;1.0.8.9 Release Notes;;
GXP1400;1.0.8.9 Release Notes;;
GXP1405;1.0.8.9 Release Notes;;
GXP1450;1.0.8.9 Release Notes;;
GXW4004;1.0.16.2 Release Notes;;
GXW4008;1.0.16.2 Release Notes;;
GXW-4008;1.0.16.2 Release Notes;;
HT502;1.0.16.2 Release Notes;;
HT503;1.0.16.3 Release Notes;
HT701;1.0.10.3  Release Notes;;
HT702;1.0.10.3  Release Notes;;
HT704;1.0.10.3  Release Notes;;
UCM6102;1.0.18.18 Release Notes;;
UCM6104;1.0.18.18 Release Notes;;
UCM6108;1.0.18.18 Release Notes;;
UCM6116;1.0.18.18 Release Notes;;
8300;17.7.9
C8300-2N2S-4T2X;17.7.9
C8300-2N2S-6T;17.7.9
C8300-1N1S-4T2X;Release Cupertino 17.7.9
C8300-1N1S-6T;Release Cupertino 17.7.9
ISR4000;Release Bengaluru 17.4.9
ISR4221;Release Bengaluru 17.4.9
ISR4321;Release Bengaluru 17.4.9
ISR4331;Release Bengaluru 17.4.9
ISR4351;Release Bengaluru 17.4.9
ISR4431;Release Bengaluru 17.4.9
ISR4451;Release Bengaluru 17.4.9
ISR4461;Release Bengaluru 17.4.9
ISR1000;Release Bengaluru 17.6.1
NCS500;Release Cupertino 17.7.9
NCS520;Release Cupertino 17.7.9
NCS540;Release Cupertino 17.7.9
NCS560;Release Cupertino 17.7.9
NCS5000;Release 7.5.2
NCS5001;Release 7.5.2
NCS5002;Release 7.5.2
NCS5011;Release 7.5.2
8500;Release 17.4.1a
8510;Release 17.4.1a
8530;Release 17.4.1a
8540;Release 17.4.1a
ASR1000;Release Amsterdam 17.3.9
8000;Release 7.7.9
8100;Release 7.7.9
8200;Release 7.7.9
NCS5500;Release 7.2.1
NCS5700;Release 7.0.2
ASR9001;Release 7.7.1
ASR9006;Release 7.7.1
ASR9010;Release 7.7.1
ASR9901;Release 7.7.1
ASR9902;Release 7.7.1
ASR9903;Release 7.7.1
ASR9904;Release 7.7.1
ASR9906;Release 7.7.1
ASR9910;Release 7.7.1
ASR9912;Release 7.7.1
ASR9922;Release 7.7.1
ASR900;Release 3.6(0)S
ASR910;Release 3.6(0)S
ASR920;Release 3.6(0)S
ASR930;Release 3.6(0)S
ASR940;Release 3.6(0)S
ASR950;Release 3.6(0)S
ASR960;Release 3.6(0)S
ASR970;Release 3.6(0)S
ASR980;Release 3.6(0)S
ASR980;Release 3.6(0)S
IR1100 Rugged;Release IOS XE 17.3.5)
IR1800 Rugged;Release IOS XE 17.3.5)
IR8100 Heavy Duty;Release IOS XE 17.3.5)
IR8300 Rugged;Release IOS XE 17.3.5)
XRv9000;Release 7.3.1
8000V;Release Bengaluru 17.6.9 
CSR1000V;Release Amsterdam 17.2.9
ISR1000;Release Amsterdam 17.1.9
ISR900;Release 15.9(3)M
9400;Release Cupertino 17.9.9  
9300;Release Cupertino 17.9.9  
9200;Release Cupertino 17.9.9  
3850;Release Gibraltar 16.12.9 
3650;Release Gibraltar 16.12.9 
2960;Release 15.2(5)E
2960;Release 15.2(5)E
9500;Release XE Cupertino 17.9.9 
9600;Release XE Cupertino 17.9.9
6500;Release 15.5(1)SY 
6800;Release 15.1SY 
4500;Release 3.11.9E
4510;Release 3.11.9E
4520;Release 3.11.9E
4530;Release 3.11.9E
4540;Release 3.11.9E
4550;Release 3.11.9E
4560;Release 3.11.9E
4570;Release 3.11.9E
4580;Release 3.11.9E
4590;Release 3.11.9E
8865;Release 8.5(1)
8861;Release 8.5(1)
8851;Release 8.5(1)
8845;Release 8.5(1)
7811;Release 12.8(1)SR1
7821;Release 12.8(1)SR1
7841;Release 12.8(1)SR1
7861;Release 12.8(1)SR1
7975G;Release 9.4(2)SR4
7965G;Release 9.4(2)
1810W;Release 8.2.111.0
7931G;Release 8.3(1)
7962G;Release 9.2(3) firmware
3905;Release 9.4.1(2)
8961;Release 9.2(4)
8945;Release 9.4(2)SR2
5506;Release 9.16.2
5508;Release 1.1.14
5516;Release 9.12.4
5525;Release 9.12.4
5545;Release 9.12.4
5505;Release 9.2.4
5510;Release 8.2
5512;Release 9.12.4
5520;Release 9.4
5540;Release 9.1.6
5545;Release 9.14.1
2110;Release 7.0.1
2120;Release 7.0.1
2130;Release 7.0.1
2140;Release 7.0.1
SPA112;Release 1.4.1
SPA502;Release 7.6(2)
SPA504;Release 7.6(2)
SPA506;Release 7.6(2)
SPA508;Release 7.6(2)
SPA509;Release 7.6(2)
SPA512;Release 7.6(2)
SPA514;Release 7.6(2)
SPA525;Release 7.6(2)
SPA303;Release 7.6(2)
SPA3102;5.2.13
SF300;Release 1.4.11.2
9951;7.1(5)
8945;7.1(5)
6921;9.4(1)
6961;9.4(1)
3905;9.4(1)
6901;7.1(5)
6945;7.1(5)
7962;9.4(1)
7942;9.4(1)
186; 3.2(4)
